"id","first_name","middle_name","lastname","coauthor_lastnames","topics","cities","countries","orcid"
29,"f",NA,"arguelles arias","[""de la coba ortiz"",""rodríguez de santiago"",""rodríguez tellez"",""vera mendoza"",""aguilera castro"",""martín de argila de prados"",""júdez gutierrez"",""linares rodríguez"",""ortega alonso"",""giganto tome"",""castro fernandez"",""bao perez"",""andrade bellido"",""alvarez sanchez""]","[""Nervous System Diseases"",""Proton Pump Inhibitors"",""Humans"",""Evidence-Based Medicine"",""Infection"",""Drug Interactions"",""Magnesium Deficiency"",""Liver Cirrhosis"",""Fractures, Bone""]","[{""identifier"":1713797,""name"":""España""}]","[{""identifier"":1694008,""name"":""Philippines""}]",NA
30,"robert","m","aris","[""ontjes"",""lark"",""lester"",""renner"",""winders"",""denene blackwood"",""yankaskas"",""hensler"",""hollis"",""blackwood"",""buell"",""brown"",""caminiti"",""chalermskulrat"",""backlund"",""hecker"",""neuringer"",""guillen"",""guise"",""donohue"",""jones"",""mcgee"",""boone"",""sparks"",""castanet"",""conway"",""compston"",""elkin"",""haworth"",""wolfe"",""bianchi"",""hardin"",""morton"",""garabedian"",""sermet gaudelus""]","[""Anti-Inflammatory Agents"",""Adult"",""Infusions, Intravenous"",""Bone Density"",""Diphosphonates"",""Osteoporosis"",""Female"",""Male"",""Adolescent"",""Drug Administration Schedule"",""Lung Transplantation"",""Cystic Fibrosis"",""Humans"",""Treatment Outcome"",""Postoperative Complications"",""Cytomegalovirus Infections"",""Immunosuppression"",""Nutritional Physiological Phenomena"",""Postoperative Care"",""Time Factors"",""Immunosuppressive Agents"",""Lymphoproliferative Disorders"",""Antibiotic Prophylaxis"",""Cryptogenic Organizing Pneumonia"",""Graft Rejection"",""Ergocalciferols"",""Exocrine Pancreatic Insufficiency"",""Case-Control Studies"",""Vitamin D Deficiency"",""Intestinal Absorption"",""Area Under Curve"",""Lipase"",""Middle Aged"",""Vitamin D"",""Administration, Oral"",""Parathyroid Hormone"",""Bone and Bones"",""Bone Remodeling"",""C-Reactive Protein"",""Biomarkers"",""Collagen Type I"",""Calcium"",""Peptides"",""Collagen"",""Risk Factors"",""Calcitriol"",""Homeostasis"",""Aged"",""Densitometry"",""Alendronate"",""Dose-Response Relationship, Drug"",""Analysis of Variance"",""Bone Resorption"",""Reference Values"",""Severity of Illness Index"",""Follow-Up Studies"",""Double-Blind Method"",""Risk Assessment"",""Probability"",""Vitamin K"",""Clinical Trials as Topic"",""Teriparatide"",""Human Growth Hormone"",""Sensitivity and Specificity"",""Prognosis"",""Comorbidity"",""Cystic Fibrosis Transmembrane Conductance Regulator"",""Genetic Linkage"",""Pulmonary Disease, Chronic Obstructive"",""Fractures, Bone"",""Administration, Inhalation"",""Asthma"",""Glucocorticoids"",""Bone Diseases, Endocrine"",""Practice Guidelines as Topic"",""Young Adult"",""Calcification, Physiologic"",""Delphi Technique"",""Europe""]","[{""identifier"":4460162,""name"":""Chapel Hill""}]","[{""identifier"":6252001,""name"":""United States""}]",NA
31,"l","a","li","[""recker"",""boivin"",""akhter"",""gineyts"",""farlay""]","[""Female"",""Male"",""Bone and Bones"",""Osteoporosis"",""Osteoporotic Fractures"",""Bone Remodeling"",""Animals"",""Humans"",""Osteoporosis, Postmenopausal"",""Diabetes Mellitus, Type 1"",""Hemoglobin A, Glycosylated"",""Glycosylation End Products, Advanced"",""Fractures, Bone"",""Radiography"",""Adult"",""Bone Density"",""Calcification, Physiologic"",""Diabetes Complications"",""Middle Aged""]","[{""identifier"":5074472,""name"":""Omaha""},{""identifier"":1012528,""name"":""Creighton""}]","[{""identifier"":6252001,""name"":""United States""},{""identifier"":953987,""name"":""South Africa""}]",NA
32,"cathy",NA,"arnold","[""harrison"",""olszynski"",""schachter"",""busch"",""magnus"",""johnston"",""dal bello haas"",""krentz"",""basran"",""farthing"",""chilibeck"",""kontulainen"",""frank"",""vu"",""pasche"",""guinand"",""ronga"",""zurcher"",""barras"",""bodenmann"",""chiarini"",""martin"",""schaer"",""baird"",""baxter jones"",""bath"",""crockett""]","[""Absorptiometry, Photon"",""Aged, 80 and over"",""Aged"",""Humans"",""Cross-Sectional Studies"",""Middle Aged"",""Quality of Life"",""Fear"",""Osteoporosis, Postmenopausal"",""Accidental Falls"",""Frail Elderly"",""Chi-Square Distribution"",""Female"",""Logistic Models"",""Pain Measurement"",""Postural Balance"",""Posture"",""Risk Factors"",""Supination"",""Hand"",""Resistance Training"",""Range of Motion, Articular"",""Muscle Strength"",""Radius Fractures"",""Residence Characteristics"",""Saskatchewan"",""Muscle, Skeletal"",""Leg"",""Case-Control Studies"",""Longitudinal Studies"",""Retrospective Studies"",""Early Detection of Cancer"",""Rotator Cuff"",""Analgesics, Non-Narcotic"",""Internal Medicine"",""Fibrinolytic Agents"",""Low Back Pain"",""Varicose Ulcer"",""Colorectal Neoplasms"",""Adolescent"",""Bullying"",""Menisci, Tibial"",""Fractures, Bone"",""Acetaminophen"",""Leg Bones"",""Internet"",""Simvastatin"",""Hydroxymethylglutaryl-CoA Reductase Inhibitors"",""Bronchitis"",""Prognosis"",""Horses"",""Lameness, Animal"",""Sports"",""Treatment Outcome"",""Follow-Up Studies"",""Anti-Inflammatory Agents, Non-Steroidal"",""Tibial Fractures"",""Animals"",""Male"",""Rest"",""Osteoporotic Fractures"",""Anthropometry"",""Tomography, X-Ray Computed"",""Bone Density"",""Lumbar Vertebrae"",""Postmenopause"",""Femur Neck"",""Wrist Injuries"",""Life Style""]","[{""identifier"":4558942,""name"":""Kennett Square""},{""identifier"":6141256,""name"":""Saskatoon""}]","[{""identifier"":6251999,""name"":""Canada""},{""identifier"":6252001,""name"":""United States""}]",NA
33,"h","t","aro","[""soderstrom"",""hiltunen"",""vuorio"",""uusitalo"",""jamsa"",""ahonen"",""rantakokko"",""kahari"",""tuukkanen"",""patel"",""reynders"",""raschke"",""miller"",""josten"",""weckbach"",""wentzensen"",""wisniewski"",""daneel"",""ruff"",""rondia"",""rossouw"",""schildhauer"",""gekle"",""ruter"",""santavirta"",""seiler"",""snowdowne"",""schnettler"",""segal"",""verdonk"",""vogels"",""stapert"",""taglang"",""lob"",""lindeque"",""ketterl"",""marsh"",""mccoy"",""mathevon"",""arbel"",""valentin opran"",""amit"",""csimma"",""genant"",""govender"",""holt"",""hardy"",""van der velde"",""hammacher"",""haas"",""gravel"",""geulette"",""feibel"",""courtenay"",""cinats"",""choong"",""chiron"",""borner"",""bishay"",""atar"",""pohl"",""rennie"",""rommens"",""munting"",""oevre"",""nordsletten"",""kroger"",""hamalainen"",""makinen"",""madanat"",""moritz"",""mattila"",""valimaki"",""yrjans"",""jones"",""kregor"",""paiement"",""swiontkowski"",""goulet"",""donell"",""esterhai"",""larsson"",""svedstrom"",""alm"",""laine"",""lankinen"",""vahlberg"",""koivu"",""laitinen"",""hentunen"",""heino"",""golden"",""popescu"",""valentin"",""christensen"",""perera de gregorio"",""hernigou"",""peltonen"",""vaananen"",""heerva"",""strandberg"",""kuorilehto"",""jokinen"",""koffert"",""finnila""]","[""Mice, Inbred C57BL"",""Hyperostosis"",""Bony Callus"",""Blotting, Northern"",""Cathepsin B"",""Fractures, Bone"",""Collagenases"",""Male"",""Mice, Inbred DBA"",""Cysteine Endopeptidases"",""Cathepsin K"",""Chondrocytes"",""Endopeptidases"",""Matrix Metalloproteinase 13"",""Animals"",""Tissue Distribution"",""Mice"",""Cathepsin H"",""Cathepsin L"",""Cathepsins"",""Fracture Healing"",""Matrix Metalloproteinase 9"",""Models, Animal"",""Femoral Fractures"",""RNA, Messenger"",""Female"",""Tomography, X-Ray Computed"",""Biomechanical Phenomena"",""Immunohistochemistry"",""Gene Transfer Techniques"",""Aged, 80 and over"",""Bone Morphogenetic Protein 2"",""Bone Morphogenetic Proteins"",""Adult"",""Aged"",""Humans"",""Single-Blind Method"",""Prospective Studies"",""Fractures, Open"",""Transforming Growth Factor beta"",""Tibial Fractures"",""Recombinant Proteins"",""Adolescent"",""Middle Aged"",""Accidental Falls"",""Osteoporosis"",""Risk Factors"",""Radius Fractures"",""Phantoms, Imaging"",""Rotation"",""Photogrammetry"",""Radiography"",""Combined Modality Therapy"",""Glass"",""Rats, Sprague-Dawley"",""Microspheres"",""Particle Size"",""Genetic Therapy"",""Treatment Outcome"",""Osteogenesis"",""Bone Substitutes"",""Rats"",""Chemotherapy, Adjuvant"",""Drug Implants"",""Fracture Fixation, Intramedullary"",""Time Factors"",""Absorbable Implants"",""Follow-Up Studies"",""Weight-Bearing"",""Orthopedic Procedures"",""Frail Elderly"",""Bone and Bones"",""Biocompatible Materials"",""Osseointegration"",""Bone Diseases"",""Ceramics"",""Randomized Controlled Trials as Topic"",""Computer Simulation"",""Reproducibility of Results"",""Models, Anatomic"",""Wrist Injuries"",""Radiographic Image Enhancement"",""Radiographic Image Interpretation, Computer-Assisted"",""Models, Biological"",""Sensitivity and Specificity"",""Imaging, Three-Dimensional"",""Bone Diseases, Metabolic"",""Osteoarthritis, Hip"",""Femur Neck"",""Bone Remodeling"",""Bone Density"",""Hip Prosthesis"",""Femur"",""Cementation"",""Arthroplasty, Replacement, Hip"",""Bone Resorption"",""Absorptiometry, Photon"",""Femoral Neck Fractures"",""Mesenchymal Stromal Cells"",""Cell Differentiation"",""X-Ray Microtomography"",""Biopsy"",""Prosthesis Design"",""Bone Nails"",""Surgical Wound Infection"",""Neurofibromatosis 1"",""Osteoclasts"",""Clodronic Acid"",""Biomarkers"",""Diphosphonates"",""Imidazoles"",""Lumbar Vertebrae"",""Alendronate"",""Cells, Cultured"",""Bone Plates"",""Radiostereometric Analysis"",""Movement"",""Intra-Articular Fractures"",""Fracture Fixation, Internal"",""Aging"",""Hip Joint"",""Logistic Models"",""Retrospective Studies"",""Longitudinal Studies"",""Prosthesis Failure"",""Joint Instability"",""Finland"",""Neoplasms"",""Pseudarthrosis"",""Incidence"",""Registries"",""Case-Control Studies"",""Demography"",""Bone Cements"",""Age Factors"",""Risk Assessment"",""Linear Models"",""Multivariate Analysis"",""Titanium"",""Acetabulum"",""Hydroxyapatites"",""Foreign-Body Migration"",""Statistics, Nonparametric""]","[{""identifier"":633679,""name"":""Turku""}]","[{""identifier"":660013,""name"":""Finland""}]",57342
34,"mokhtar",NA,"attari","[""ababou"",""remram""]","[""Transducers"",""Animals"",""In Vitro Techniques"",""Ultrasonography"",""Humans"",""Cattle"",""Bone Density"",""Biophysics"",""Osteoporosis"",""Femur"",""Polymethyl Methacrylate""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
35,"rafael",NA,"azagra","[""diez perez"",""fernandez"",""ortiz"",""iglesias"",""toran"",""lopez exposito"",""sabate"",""gene"",""casado"",""sancho"",""sola"",""aguye"",""zwart"",""guell"",""puchol"",""roca"",""encabo"",""prieto"",""abado"",""pujol salud"",""adachi"",""díez perez"",""prieto alhambra"",""nogues"",""javaid"",""wyman"",""watts"",""boonen"",""chapurlat"",""compston"",""gehlbach"",""arden"",""cooper"",""rossini"",""sambrook"",""silverman"",""siris"",""greenspan"",""hooven"",""netelenbos"",""pfeilschifter"",""lansdberg"",""martín sanchez"",""bou"",""anton"",""gisbert"",""rosas"",""puente"",""fernandez hermida"",""moreno"",""martin sanchez"",""dennison"",""iglesias martínez"",""puchol ruiz"",""díaz herrera"",""gabriel escoda"",""aguye batista"",""moriña""]","[""Spain"",""Software Validation"",""Health Surveys"",""Software"",""Predictive Value of Tests"",""Osteoporosis"",""Humans"",""Absorptiometry, Photon"",""Cohort Studies"",""Osteoporotic Fractures"",""Middle Aged"",""Aged"",""Female"",""Male"",""Secondary Prevention"",""Risk Assessment"",""Practice Guidelines as Topic"",""Guideline Adherence"",""Bone Density"",""Health Status"",""Surveys and Questionnaires"",""Aged, 80 and over"",""Adult"",""Risk Factors"",""Follow-Up Studies"",""Research Design"",""Quality of Life"",""Proportional Hazards Models"",""Accidental Falls"",""Fractures, Bone"",""Poisson Distribution"",""Incidence"",""Postmenopause"",""Risk"",""Prevalence"",""Kaplan-Meier Estimate"",""Osteoarthritis"",""Prospective Studies"",""Self Report"",""Algorithms"",""World Health Organization"",""Bone Diseases, Metabolic"",""Unnecessary Procedures"",""Osteoporosis, Postmenopausal"",""Aromatase Inhibitors"",""Breast Neoplasms"",""Androgen Antagonists"",""Prostatic Neoplasms"",""Age Distribution"",""Sex Distribution"",""Mortality"",""Hip Fractures"",""Registries"",""Online Systems"",""Patient Selection"",""Alcohol Drinking"",""Smoking"",""Vitamin D"",""Severity of Illness Index"",""Body Mass Index"",""Fractures, Spontaneous"",""Cost-Benefit Analysis"",""Calcium"",""Bone Density Conservation Agents"",""Retrospective Studies"",""Geography, Medical""]","[{""identifier"":3128760,""name"":""Barcelona""}]","[{""identifier"":2510769,""name"":""Spain""}]",NA
36,"m",NA,"bach","[""taylor"",""ng"",""fuh"",""yu"",""schwab"",""farrington"",""rizzoli"",""ochsner"",""beisaw"",""gluck"",""thamsborg"",""hebert"",""devogelaer"",""christiansen"",""zetterberg"",""rockwood""]","[""Insulin"",""Insulin-Like Growth Factor I"",""Safety"",""Glucose"",""Surveys and Questionnaires"",""Mental Competency"",""Double-Blind Method"",""Recovery of Function"",""Humans"",""Treatment Outcome"",""Spiro Compounds"",""Male"",""Aged"",""Longitudinal Studies"",""Hip Fractures"",""Activities of Daily Living"",""Administration, Oral"",""Hemoglobin A, Glycosylated"",""Indoles"",""Geriatric Assessment"",""Sickness Impact Profile"",""Female""]","[{""identifier"":5103055,""name"":""Rahway""}]","[{""identifier"":6252001,""name"":""United States""}]",NA
37,"d","s","zhou","[""brustowicz"",""waters"",""bauer""]","[""Fractures, Malunited"",""Humeral Fractures"",""Elbow Joint"",""Child"",""Retrospective Studies"",""Child, Preschool"",""Osteotomy"",""Female"",""Male"",""Humans"",""Radiography""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
38,"tom",NA,"zhang","[""paterson""]","[""Chemotherapy, Adjuvant"",""Female"",""Antineoplastic Agents"",""Bone Density Conservation Agents"",""Humans"",""Diphosphonates"",""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
39,"kapil",NA,"bakshi","[]","[""Ankle Fractures"",""Radiography"",""Humans"",""Ankle Joint"",""Young Adult"",""Ankle Injuries"",""Orthopedic Procedures"",""Male"",""Debridement"",""Joint Dislocations""]","[{""identifier"":null,""name"":null}]","[{""identifier"":290557,""name"":""United Arab Emirates""}]",NA
40,"ana","m","balske","[""brown"",""adachi"",""lindsay"",""kendler"",""mcclung"",""emkey"",""bolognese"",""li"",""miller"",""burgio"",""benhamou"",""zanchetta"",""recker"",""sarley"",""mccullough"",""wenderoth"",""delmas"",""olszynski"",""matzkin"",""eusebio"",""tlustochowicz"",""man""]","[""Stomach"",""Calcium Channel Blockers"",""Biomarkers"",""Bone Density"",""Bone Resorption"",""Etidronic Acid"",""Female"",""Lumbar Vertebrae"",""Risedronate Sodium"",""Dose-Response Relationship, Drug"",""Humans"",""Femur Neck"",""Administration, Oral"",""Treatment Outcome"",""Aged"",""Double-Blind Method"",""Drug Administration Schedule"",""Spinal Fractures"",""Middle Aged"",""Osteoporosis, Postmenopausal"",""Femur"",""Bone Density Conservation Agents"",""Delayed-Action Preparations"",""Tablets, Enteric-Coated"",""Hip Joint"",""Research Design"",""Bone and Bones"",""Patient Safety""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",107452
41,"k","m","ban","[""schiavone"",""sforzi"",""mannelli"",""glass"",""parri"",""crosby""]","[""Ultrasonography"",""Sensitivity and Specificity"",""Point-of-Care Systems"",""Prospective Studies"",""Child"",""Emergency Service, Hospital"",""Child, Preschool"",""Infant"",""Adolescent"",""Skull Fractures"",""Male"",""Tomography, X-Ray Computed"",""Female"",""Humans"",""Predictive Value of Tests""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
42,"s",NA,"bañon","[""moreno"",""andres"",""perez elías"",""casado""]","[""CD4 Lymphocyte Count"",""HIV Infections"",""Osteoporosis"",""Age Distribution"",""Male"",""Female"",""Risk Factors"",""Spain"",""Cross-Sectional Studies"",""Middle Aged"",""Aged"",""Prevalence"",""Humans"",""Adult"",""Absorptiometry, Photon"",""Aged, 80 and over"",""Bone Density""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",839492
43,"elhanan",NA,"bar on","[""maayan"",""pollak"",""floman"",""katz"",""sagiv"",""steinberg"",""parvari"",""weigl"",""weitz"",""gesundheit"",""foldes"",""rzetelny"",""aner"",""singer"",""feldbrin"",""bochang"",""zhigang"",""jie"",""vigler"",""ben itzhak"",""schwarz"",""salai"",""becker"",""konen"",""livni"",""mercado"",""bor"",""lebel"",""blumberg"",""gill"",""merin"",""gelfond"",""lee"",""pirotsky"",""benedict"",""shirov"",""kreiss"",""attias"",""sagi""]","[""Scoliosis"",""Follow-Up Studies"",""Prevalence"",""Female"",""Male"",""Kyphosis"",""Reoperation"",""Adolescent"",""Gait Ataxia"",""Spinal Fusion"",""Fractures, Spontaneous"",""Dysautonomia, Familial"",""Humans"",""Arthropathy, Neurogenic"",""Braces"",""Time Factors"",""Foot Deformities"",""Child, Preschool"",""Fractures, Bone"",""Retrospective Studies"",""Pain Insensitivity, Congenital"",""Osteotomy"",""Child"",""Debridement"",""Musculoskeletal Diseases"",""Adult"",""Body Temperature"",""Middle Aged"",""Absorptiometry, Photon"",""Osteocalcin"",""Bone Density"",""Infant"",""Biomarkers"",""Alkaline Phosphatase"",""Body Mass Index"",""Case-Control Studies"",""Osteoporosis"",""Age Determination by Skeleton"",""Bone Remodeling"",""Analysis of Variance"",""Collagen Type I"",""Postoperative Complications"",""Ulna"",""Accidental Falls"",""Synostosis"",""Radius"",""Fracture Healing"",""Ulna Fractures"",""Radius Fractures"",""Fractures, Closed"",""Elbow Joint"",""Forearm Injuries"",""Immobilization"",""Treatment Outcome"",""Casts, Surgical"",""Fracture Fixation"",""Prospective Studies"",""External Fixators"",""Bone Cysts"",""Hip Fractures"",""Internal Fixators"",""Orthopedic Procedures"",""Bone Transplantation"",""Radiation Dosage"",""Radiation Protection"",""Fluoroscopy"",""Radiation Injuries"",""Fracture Fixation, Internal"",""Humeral Fractures"",""Radiation, Ionizing"",""Occupational Exposure"",""Drug Delivery Systems"",""Femoral Fractures"",""Fracture Fixation, Intramedullary"",""Combined Modality Therapy"",""Sampling Studies"",""Osteomyelitis"",""Risk Assessment"",""Chronic Disease"",""Radiography"",""Bone Cements"",""Gentamicins"",""Leg Injuries"",""Databases, Factual"",""Injury Severity Score"",""Emergency Treatment"",""Hospitals, Military"",""Cohort Studies"",""Arm Injuries"",""Young Adult"",""Haiti"",""Mass Casualty Incidents"",""Aged"",""Earthquakes"",""Triage"",""Military Medicine"",""Hospital Administration"",""Israel"",""Hospitalization"",""Equipment and Supplies, Hospital"",""International Cooperation"",""Crush Syndrome"",""Operating Rooms"",""Disaster Planning"",""Orthopedics"",""Forearm"",""Device Removal"",""Recovery of Function"",""Sensation Disorders"",""Sensation"",""Biomechanical Phenomena"",""Risk Factors"",""Bone Plates"",""Recurrence"",""Tibial Fractures"",""Age Factors"",""Infant, Newborn"",""Disasters""]","[{""identifier"":281184,""name"":""Jerusalem""},{""identifier"":293918,""name"":""Peta<U+1E96> Tiqwa""},{""identifier"":293397,""name"":""Tel Aviv""}]","[{""identifier"":294640,""name"":""Israel""}]",NA
