"id","first_name","middle_name","lastname","coinvestigator_lastnames","topics","cities","countries","orcid"
111,"antonio",NA,"yang","[""mansueto""]","[""Hypersensitivity"",""Osteoporosis""]","[{""identifier"":2523194,""name"":""Sciacca""}]","[{""identifier"":3175395,""name"":""Italy""}]",NA
112,"r",NA,"carroll","[]","[""Diphosphonates"",""Progesterone"",""Estrogens"",""Osteoporosis"",""Breast Neoplasms""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
113,"j","l","kim","[""bañon""]","[""Avitaminosis"",""Vitamin D Deficiency"",""Rickets"",""Vitamin D"",""Vitamins""]","[{""identifier"":3117735,""name"":""Madrid""}]","[{""identifier"":2510769,""name"":""Spain""}]",868491
114,"mario",NA,"castellanos","[]","[""Osteoporosis"",""Warfarin""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
115,"bouffard",NA,"cerbere","[""propara"",""herbiers"",""l'arche""]","[""Diphosphonates"",""Spinal Cord Injuries"",""Osteoporosis"",""Wounds and Injuries"",""Bone Demineralization, Pathologic""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
116,"v.",NA,"liu","[""di ematologia"",""microcitemia"",""galliera"",""forni""]","[""Osteoporosis"",""beta-Thalassemia"",""Thalassemia""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
117,"ding","cheng","chan","[]","[""Osteoporotic Fractures"",""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
118,"d","c","chan","[]","[""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
119,"d","c","chan","[]","[""Osteoporotic Fractures"",""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
120,"ding",NA,"lane","[]","[""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
121,"ding",NA,"chan","[]","[""Fractures, Bone"",""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
122,"d","c","chan","[]","[""Osteoporosis"",""Fractures, Bone""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
123,"d","c","chan","[]","[""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
124,"ding","cheng","chan","[]","[""Fractures, Bone"",""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
125,"ding",NA,"chan","[]","[""Osteoporosis"",""Renal Insufficiency, Chronic"",""Kidney Diseases""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
126,"d","c","chan","[]","[""Osteoporosis"",""Fractures, Bone""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
127,"grace",NA,"chang","[]","[""Infertility"",""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
128,"j","m","chantelot","[]","[""Risedronate Sodium"",""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
129,"",NA,"lane","[""kingman"",""hines"",""healthcare"",""duluth"",""dorado"",""wichita"",""salina"",""ochsner"",""parsons"",""newton"",""pratt"",""winfield""]","[""Calcium Carbonate"",""Risedronate Sodium"",""Ergocalciferols"",""Vitamin D"",""Etidronic Acid"",""Vitamins"",""Calcium, Dietary"",""Breast Neoplasms"",""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
130,"h","t","smith","[]","[""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":1668284,""name"":""Taiwan""}]",145234
131,"r",NA,"chapurlat","[""lyon""]","[]","[{""identifier"":2996944,""name"":""Lyon""},{""identifier"":5391959,""name"":""San Francisco""},{""identifier"":5182733,""name"":""California""}]","[{""identifier"":3017382,""name"":""France""},{""identifier"":6252001,""name"":""United States""}]",43541
132,"i",NA,"charopoulos","[]","[""Osteoporosis""]","[{""identifier"":2644688,""name"":""Leeds""}]","[{""identifier"":2635167,""name"":""United Kingdom""}]",NA
133,"w",NA,"chen","[]","[""Bone Diseases, Metabolic"",""Osteoporosis""]","[{""identifier"":1735161,""name"":""Kuala Lumpur""}]","[{""identifier"":1733045,""name"":""Malaysia""}]",149263
134,"h",NA,"zhou","[]","[""Teriparatide"",""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
135,"r","m","chen","[]","[""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
136,"hubert",NA,"chen","[]","[""Osteoporosis"",""Teriparatide""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
137,"x",NA,"lu","[""hospitla""]","[""Osteoporosis"",""Fatty Liver"",""Metabolic Syndrome X""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
138,"angela","mw","cheung","[]","[""Breast Neoplasms"",""Osteoporosis""]","[{""identifier"":6167865,""name"":""Toronto""}]","[{""identifier"":6251999,""name"":""Canada""}]",NA
139,"angela",NA,"liu","[]","[""Femoral Fractures"",""Osteoporosis"",""Hip Fractures"",""Fractures, Bone""]","[{""identifier"":6167865,""name"":""Toronto""}]","[{""identifier"":6251999,""name"":""Canada""}]",NA
140,"angela","m","niederle","[]","[""Teriparatide"",""Hormones"",""Osteoporosis""]","[{""identifier"":6167865,""name"":""Toronto""}]","[{""identifier"":6251999,""name"":""Canada""}]",NA
141,"a","m","cheung","[]","[""Osteoporosis"",""Teriparatide""]","[{""identifier"":6167865,""name"":""Toronto""}]","[{""identifier"":6251999,""name"":""Canada""}]",NA
142,"a","m","jiang","[]","[""Bone Diseases, Metabolic"",""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
143,"a",NA,"ward","[]","[""Vitamin K 1"",""Vitamin K"",""Osteoporosis"",""Vitamins"",""Bone Diseases, Metabolic"",""Osteoporosis, Postmenopausal""]","[{""identifier"":6167865,""name"":""Toronto""}]","[{""identifier"":6251999,""name"":""Canada""}]",NA
144,"philip",NA,"chilibeck","[""chilibeck""]","[""Bone Diseases, Metabolic"",""Osteoporosis"",""Sarcopenia"",""Anti-Inflammatory Agents, Non-Steroidal"",""Anti-Inflammatory Agents"",""Ibuprofen"",""Metabolic Syndrome X""]","[{""identifier"":6141256,""name"":""Saskatoon""}]","[{""identifier"":6251999,""name"":""Canada""}]",149419
145,"phil",NA,"chilibeck","[""chilibeck""]","[""Sarcopenia"",""Osteoporosis"",""Bone Diseases, Metabolic""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
146,"hee","jeong","liu","[]","[""Alendronate"",""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
147,"c",NA,"choon","[]","[""Osteoporosis, Postmenopausal"",""Risedronate Sodium"",""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
148,"jens","sandahl","harris","[]","[""Osteoporosis"",""Metabolic Syndrome X"",""Syndrome"",""Cardiovascular Diseases"",""Klinefelter Syndrome""]","[{""identifier"":null,""name"":null}]","[{""identifier"":2623032,""name"":""Denmark""}]",142957
149,"y",NA,"chung","[]","[""Alendronate"",""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
150,"p","m","ciaschini","[]","[""Osteoporosis""]","[{""identifier"":6141439,""name"":""Sault Ste. Marie""}]","[{""identifier"":6251999,""name"":""Canada""}]",555977
151,"f",NA,"cistica","[""bianchi"",""adulti""]","[""Cystic Fibrosis"",""Fibrosis"",""Osteoporosis"",""Alendronate""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
152,"emma",NA,"clark","[]","[""Spinal Fractures"",""Osteoporosis"",""Fractures, Bone""]","[{""identifier"":2654675,""name"":""Bristol""}]","[{""identifier"":2635167,""name"":""United Kingdom""}]",NA
153,"maria",NA,"valimaki","[]","[""Etidronic Acid"",""Risedronate Sodium""]","[{""identifier"":5110266,""name"":""The Bronx""}]","[{""identifier"":6252001,""name"":""United States""}]",NA
154,"a","r","cohen","[]","[""Osteoporosis"",""Anemia"",""Hematologic Diseases"",""Iron Overload"",""beta-Thalassemia"",""Thalassemia"",""Deferoxamine"",""Hypertension, Pulmonary"",""Sildenafil Citrate"",""Bone Diseases, Metabolic""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
155,"ibsen",NA,"coimbra","[""magalhaes""]","[""Osteoporosis""]","[{""identifier"":3467865,""name"":""Campinas""}]","[{""identifier"":3469034,""name"":""Brazil""}]",NA
156,"hugh",NA,"coleman","[]","[""Osteoporosis"",""Osteoporosis, Postmenopausal"",""Hormones"",""Teriparatide""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
157,"riccardo",NA,"compagnoni","[""trevisan""]","[""Osteoporosis"",""Humeral Fractures"",""Fractures, Bone""]","[{""identifier"":3166706,""name"":""Seriate""}]","[{""identifier"":3175395,""name"":""Italy""}]",NA
158,"gregoire",NA,"cormier","[]","[""Osteoporosis""]","[{""identifier"":3006767,""name"":""La Roche-sur-Yon""}]","[{""identifier"":3017382,""name"":""France""}]",NA
159,"felicia",NA,"deng","[]","[""Osteoporosis"",""Teriparatide"",""Denosumab""]","[{""identifier"":5128581,""name"":""New York City""},{""identifier"":1853909,""name"":""Osaka""},{""identifier"":5143830,""name"":""West Haverstraw""},{""identifier"":2935022,""name"":""Dresden""},{""identifier"":3094802,""name"":""Kraków""},{""identifier"":3573197,""name"":""Hamilton""},{""identifier"":2638077,""name"":""Sheffield""},{""identifier"":2792482,""name"":""Leuven""},{""identifier"":5206379,""name"":""Pittsburgh""},{""identifier"":5391959,""name"":""San Francisco""}]","[{""identifier"":6252001,""name"":""United States""},{""identifier"":1861060,""name"":""Japan""},{""identifier"":2921044,""name"":""Germany""},{""identifier"":798544,""name"":""Poland""},{""identifier"":3573345,""name"":""Bermuda""},{""identifier"":2635167,""name"":""United Kingdom""},{""identifier"":2802361,""name"":""Belgium""}]",NA
160,"s",NA,"yang","[]","[""Osteoporosis"",""Spinal Cord Injuries""]","[{""identifier"":2648579,""name"":""Glasgow""}]","[{""identifier"":2635167,""name"":""United Kingdom""}]",NA
161,"ann","b","cranney","[]","[""Osteoporosis"",""Bone Diseases, Metabolic""]","[{""identifier"":6094817,""name"":""Ottawa""},{""identifier"":5969782,""name"":""Hamilton""},{""identifier"":5992500,""name"":""Kingston""},{""identifier"":3489854,""name"":""Kingston""}]","[{""identifier"":6251999,""name"":""Canada""},{""identifier"":3489940,""name"":""Jamaica""}]",36930
162,"b","c","lane","[""craven""]","[""Osteoporosis"",""Etidronic Acid"",""Wounds and Injuries"",""Spinal Cord Injuries"",""Risedronate Sodium""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
163,"bc",NA,"craven","[""craven""]","[""Risedronate Sodium"",""Osteoporosis"",""Etidronic Acid"",""Spinal Cord Injuries""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
164,"w",NA,"creasman","[]","[]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
165,"j","p","cristol","[]","[""Kidney Diseases"",""Renal Insufficiency, Chronic"",""Osteoporosis"",""Denosumab""]","[{""identifier"":2992166,""name"":""Montpellier""}]","[{""identifier"":3017382,""name"":""France""}]",NA
166,"jeffrey","r","cheung","[""curtis""]","[""Osteoporosis""]","[{""identifier"":5110629,""name"":""Buffalo""},{""identifier"":4956184,""name"":""Worcester""},{""identifier"":5368361,""name"":""Los Angeles""},{""identifier"":4930956,""name"":""Boston""},{""identifier"":4984247,""name"":""Ann Arbor""},{""identifier"":5206379,""name"":""Pittsburgh""},{""identifier"":4049979,""name"":""Birmingham""},{""identifier"":4076784,""name"":""Montgomery""}]","[{""identifier"":6252001,""name"":""United States""}]",231868
167,"j",NA,"curtis","[""curtis""]","[""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
168,"g",NA,"d'andrea","[""dandrea""]","[""Osteoporosis"",""Breast Neoplasms""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
169,"h","f","d'elia","[]","[""Spondylitis"",""Spondylitis, Ankylosing"",""Osteoporosis"",""Alendronate""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
170,"h",NA,"dadgostar","[]","[""Menstruation Disturbances"",""Feeding and Eating Disorders"",""Female Athlete Triad Syndrome""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
171,"pieter",NA,"dagnelie","[]","[""Osteoporosis""]","[{""identifier"":2751283,""name"":""Maastricht""}]","[{""identifier"":2750405,""name"":""Netherlands""}]",329888
172,"gandhi",NA,"damaj","[]","[""Lymphoma"",""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",665238
173,"timothy",NA,"damron","[]","[""Osteoporosis""]","[{""identifier"":5043473,""name"":""Rochester""},{""identifier"":5140405,""name"":""Syracuse""},{""identifier"":5128581,""name"":""New York City""}]","[{""identifier"":6252001,""name"":""United States""}]",NA
174,"g",NA,"dandrea","[""d'andrea""]","[""Osteoporosis"",""Breast Neoplasms""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
175,"eliad",NA,"davidson","[""carem""]","[""Osteoporosis"",""Calcium, Dietary"",""Analgesics"",""Calcium Carbonate"",""Spinal Fractures""]","[{""identifier"":281184,""name"":""Jerusalem""}]","[{""identifier"":294640,""name"":""Israel""}]",NA
176,"s",NA,"nakamura","[]","[""Arthralgia"",""Aromatase Inhibitors""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
177,"hochgebirgsklinik",NA,"davos","[""lippuner""]","[""Osteoporosis, Postmenopausal"",""Osteoporosis"",""Spinal Fractures"",""Fractures, Bone""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
178,"m",NA,"vamc","[""tseng""]","[""Breast Neoplasms"",""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",134773
179,"bess",NA,"dawson hughes","[]","[""Osteoporosis"",""Sarcopenia"",""Vitamin D"",""Ergocalciferols"",""Vitamins"",""Calcium, Dietary""]","[{""identifier"":4930956,""name"":""Boston""}]","[{""identifier"":6252001,""name"":""United States""}]",NA
180,"deise",NA,"de almeida pires oliveira","[""de oliveira""]","[""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
181,"m",NA,"de araújo","[]","[""Bone Diseases, Metabolic"",""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
182,"f",NA,"valimaki","[""fonseca""]","[""Bone Diseases, Metabolic"",""Bone Diseases""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
183,"lisette",NA,"de groot","[""mc""]","[""Vitamin D"",""Cholecalciferol"",""Vitamin B 12"",""Vitamins"",""Osteoporosis"",""Vitamin B Complex"",""Folic Acid"",""Hydroxocobalamin"",""Ergocalciferols""]","[{""identifier"":2745088,""name"":""Wageningen""}]","[{""identifier"":2750405,""name"":""Netherlands""}]",131708
184,"l",NA,"de oliveira","[""de almeida pires oliveira""]","[""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
185,"n","j","de sousa","[""sousa""]","[""Sarcopenia"",""Overweight"",""Metabolic Diseases"",""Osteoporosis"",""Hypertension"",""Lipid Metabolism Disorders""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
186,"mary","jane","wang","[]","[""Osteoporosis, Postmenopausal"",""Ergocalciferols"",""Vitamin D"",""Vitamins"",""Calcium, Dietary"",""Osteoporosis""]","[{""identifier"":6167865,""name"":""Toronto""},{""identifier"":4164138,""name"":""Miami""},{""identifier"":4372137,""name"":""University Park""},{""identifier"":5780993,""name"":""Salt Lake City""},{""identifier"":6176823,""name"":""Waterloo""},{""identifier"":5398563,""name"":""Stanford""},{""identifier"":5128581,""name"":""New York City""},{""identifier"":5368361,""name"":""Los Angeles""},{""identifier"":4930956,""name"":""Boston""}]","[{""identifier"":6251999,""name"":""Canada""},{""identifier"":6252001,""name"":""United States""}]",NA
187,"m",NA,"de vernejoul","[]","[""Osteoporosis""]","[{""identifier"":2988507,""name"":""Paris""}]","[{""identifier"":3017382,""name"":""France""}]",36767
188,"lynn","l","debar","[]","[""Osteoporosis""]","[{""identifier"":5746545,""name"":""Portland""}]","[{""identifier"":6252001,""name"":""United States""}]",195220
189,"cap","badia","del valles","[""azagra"",""alta"",""caneletes"",""del valles"",""serraparera""]","[""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
190,"cap",NA,"del valles","[""azagra"",""alta"",""caneletes"",""del valles"",""serraparera""]","[""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
191,"vincenzo",NA,"dell'anna","[""vincenzo""]","[""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
192,"h","f","deluca","[]","[""Vitamin D"",""Ergocalciferols"",""Dihydroxycholecalciferols"",""Osteoporosis"",""Vitamins"",""Bone Density Conservation Agents"",""Vitamin A""]","[{""identifier"":5261457,""name"":""Madison""}]","[{""identifier"":6252001,""name"":""United States""}]",NA
193,"emanuel","p","denoia","[""dychter""]","[""Osteoporosis"",""Diphosphonates""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
194,"klinikum",NA,"jiang","[""careggi"",""friederikenstift"",""rikli"",""triemli"",""winterthur""]","[""Fractures, Bone"",""Radius Fractures""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
195,"klinikum",NA,"majumdar","[""winterthur"",""triemli"",""friederikenstift"",""kralinger"",""innsbruck""]","[""Shoulder Fractures"",""Humeral Fractures"",""Fractures, Bone""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
